amount,_currency,entity,calendar_year,rev_type,donor,contrib_type
8210,USD,UNEP,2023,R03E,Private Sector,C06
47495,USD,UNEP,2023,R03E,Private Sector,C06
8210,USD,UNEP,2023,R03E,Private Sector,C06
5400,USD,UNEP,2023,R03E,Private Sector,C06
38000,USD,UNEP,2023,R03E,Private Sector,C06
18960,USD,UNEP,2023,R03E,Private Sector,C06
9245,USD,UNEP,2023,R03E,Private Sector,C06
47065,USD,UNEP,2023,R03E,Private Sector,C06
5700,USD,UNEP,2023,R03E,Private Sector,C06
50,USD,UNEP,2023,R03E,Private Sector,C06
20525,USD,UNEP,2023,R03E,Private Sector,C06
15245,USD,UNEP,2023,R03E,Private Sector,C06
21600,USD,UNEP,2023,R03E,Private Sector,C06
4455,USD,UNEP,2023,R03E,Private Sector,C06
12750,USD,UNEP,2023,R03E,Private Sector,C06
12750,USD,UNEP,2023,R03E,Private Sector,C06
25495,USD,UNEP,2023,R03E,Private Sector,C06
10165,USD,UNEP,2023,R03E,Private Sector,C06
47495,USD,UNEP,2023,R03E,Private Sector,C06
118812,USD,UNEP,2023,R03E,Private Sector,C06
13625,USD,UNEP,2023,R03E,Private Sector,C06
4455,USD,UNEP,2023,R03E,Private Sector,C06
8210,USD,UNEP,2023,R03E,Private Sector,C06
38000,USD,UNEP,2023,R03E,Private Sector,C06
24530,USD,UNEP,2023,R03E,Private Sector,C06
15245,USD,UNEP,2023,R03E,Private Sector,C06
12750,USD,UNEP,2023,R03E,Private Sector,C06
3060,USD,UNEP,2023,R03E,Private Sector,C06
16955,USD,UNEP,2023,R03E,Private Sector,C06
3060,USD,UNEP,2023,R03E,Private Sector,C06
19050,USD,UNEP,2023,R03E,Private Sector,C06
8210,USD,UNEP,2023,R03E,Private Sector,C06
-11625,USD,UNEP,2023,R03E,Private Sector,C06
8210,USD,UNEP,2023,R03E,Private Sector,C06
8230,USD,UNEP,2023,R03E,Private Sector,C06
1141112,USD,UNEP,2023,R03E,Private Sector,C06
57010,USD,UNEP,2023,R03E,Private Sector,C06
45990,USD,UNEP,2023,R03E,Private Sector,C06
47495,USD,UNEP,2023,R03E,Private Sector,C06
25495,USD,UNEP,2023,R03E,Private Sector,C06
5025,USD,UNEP,2023,R03E,Private Sector,C06
18960,USD,UNEP,2023,R03E,Private Sector,C06
77495,USD,UNEP,2023,R03E,Private Sector,C06
8210,USD,UNEP,2023,R03E,Private Sector,C06
38000,USD,UNEP,2023,R03E,Private Sector,C06
291330,USD,UNEP,2023,R03E,Private Sector,C06
26115,USD,UNEP,2023,R03E,Private Sector,C06
15245,USD,UNEP,2023,R03E,Private Sector,C06
47495,USD,UNEP,2023,R03E,Private Sector,C06
8210,USD,UNEP,2023,R03E,Private Sector,C06
19050,USD,UNEP,2023,R03E,Private Sector,C06
15245,USD,UNEP,2023,R03E,Private Sector,C06
4455,USD,UNEP,2023,R03E,Private Sector,C06
18960,USD,UNEP,2023,R03E,Private Sector,C06
8210,USD,UNEP,2023,R03E,Private Sector,C06
6375,USD,UNEP,2023,R03E,Private Sector,C06
8210,USD,UNEP,2023,R03E,Private Sector,C06
15245,USD,UNEP,2023,R03E,Private Sector,C06
15245,USD,UNEP,2023,R03E,Private Sector,C06
15245,USD,UNEP,2023,R03E,Private Sector,C06
15245,USD,UNEP,2023,R03E,Private Sector,C06
15245,USD,UNEP,2023,R03E,Private Sector,C06
15245,USD,UNEP,2023,R03E,Private Sector,C06
15245,USD,UNEP,2023,R03E,Private Sector,C06
7615,USD,UNEP,2023,R03E,Private Sector,C06
57010,USD,UNEP,2023,R03E,Private Sector,C06
10000,USD,UNEP,2023,R03E,Private Sector,C06
15245,USD,UNEP,2023,R03E,Private Sector,C06
14275,USD,UNEP,2023,R03E,Private Sector,C06
14500,USD,UNEP,2023,R03E,Private Sector,C06
23480,USD,UNEP,2023,R03E,Private Sector,C06
7990,USD,UNEP,2023,R03E,Private Sector,C06
25495,USD,UNEP,2023,R03E,Private Sector,C06
3060,USD,UNEP,2023,R03E,Private Sector,C06
5025,USD,UNEP,2023,R03E,Private Sector,C06
29995,USD,UNEP,2023,R03E,Private Sector,C06
57010,USD,UNEP,2023,R03E,Private Sector,C06
12750,USD,UNEP,2023,R03E,Private Sector,C06
25500,USD,UNEP,2023,R03E,Private Sector,C06
8865,USD,UNEP,2023,R03E,Private Sector,C06
18960,USD,UNEP,2023,R03E,Private Sector,C06
47495,USD,UNEP,2023,R03E,Private Sector,C06
47495,USD,UNEP,2023,R03E,Private Sector,C06
4455,USD,UNEP,2023,R03E,Private Sector,C06
15245,USD,UNEP,2023,R03E,Private Sector,C06
8210,USD,UNEP,2023,R03E,Private Sector,C06
34065,USD,UNEP,2023,R03E,Private Sector,C06
-39258,USD,FAO,2023,R03E,Private Sector,C04E
-10983,USD,FAO,2023,R03E,Private Sector,C04E
-8074,USD,FAO,2023,R03E,Private Sector,C04E
-4550,USD,FAO,2023,R03E,Private Sector,C04E
-6126,USD,FAO,2023,R03E,Private Sector,C07
83713,USD,UNU,2023,R03E,Asian Development Bank,C04A
96389,USD,UNU,2023,R03E,Private Sector,C06
696090,USD,UNU,2023,R03E,European Union,C08A
998,USD,UNU,2023,R04C,Private Sector,C06
-278,USD,UNU,2023,R04C,Private Sector,C06
436,USD,UNU,2023,R04B,United Nations Secretariat Office for the Coordination of Humanitarian Affairs,C04C
3333,USD,UNU,2023,R04C,Private Sector,C06
704933,USD,UNU,2023,R04C,Private Sector,C06
4000,USD,UNU,2023,R04C,Asian Development Bank,C04A
6667,USD,UNU,2023,R04C,Private Sector,C06
6667,USD,UNU,2023,R04C,Private Sector,C06
10000,USD,UNU,2023,R04C,Private Sector,C06
4000,USD,UNU,2023,R04C,Private Sector,C06
4000,USD,UNU,2023,R04C,Private Sector,C06
8667,USD,UNU,2023,R04C,Private Sector,C06
6667,USD,UNU,2023,R04C,Private Sector,C06
3333,USD,UNU,2023,R04C,Private Sector,C06
3333,USD,UNU,2023,R04C,Private Sector,C06
4000,USD,UNU,2023,R04C,Private Sector,C06
8333,USD,UNU,2023,R04C,Private Sector,C06
10000,USD,UNU,2023,R04C,Private Sector,C06
5333,USD,UNU,2023,R04C,Private Sector,C06
3052.16,USD,UNWTO,2023,R04C,Private Sector,C06
649.28,USD,UNWTO,2023,R03F,European Union,C08A
208.66,USD,UNWTO,2023,R03F,Private Sector,C06
6876.8,USD,UNWTO,2023,R03F,Asian Development Bank,C04A
118756.94,USD,ITLOS,2023,R02A,European Union,C08A
-51106344,USD,UNCDF,2023,R03A,Multi Partner Trust Fund Office,C04D
564728,USD,UNCDF,2023,R03A,Multi Partner Trust Fund Office,C04D
8894246,USD,UNCDF,2023,R03A,Multi Partner Trust Fund Office,C04D
1080000,USD,UNCDF,2023,R03A,Multi Partner Trust Fund Office,C04D
1185678,USD,UNCDF,2023,R03A,Multi Partner Trust Fund Office,C04D
-7350,USD,UNCDF,2023,R03A,Multi Partner Trust Fund Office,C04D
256216,USD,UNCDF,2023,R03A,Multi Partner Trust Fund Office,C04D
8384071,USD,UNCDF,2023,R03E,Bill & Melinda Gates Foundation,C05
81323,USD,UNCDF,2023,R03E,Private Sector,C06
82601886,USD,UNCDF,2023,R03E,European Union,C08A
324276693,USD,WHO,2024,R03E,Bill & Melinda Gates Foundation,C05
91390403,USD,UNFPA,2024,R03E,Bill & Melinda Gates Foundation,C05
25000000,USD,UNFPA,2024,R03B,Bill & Melinda Gates Foundation,C05
18091708,USD,UNDP,2024,R03E,Bill & Melinda Gates Foundation,C05
17357209,USD,WFP,2024,R03E,Bill & Melinda Gates Foundation,C05
14122656,USD,FAO,2024,R03E,Bill & Melinda Gates Foundation,C05
7384263,USD,UNCDF,2024,R03E,Bill & Melinda Gates Foundation,C05
4220757,USD,UNAIDS,2024,R03E,Bill & Melinda Gates Foundation,C05
3688455.15,USD,UNWOMEN,2024,R03E,Bill & Melinda Gates Foundation,C05
3650698,USD,IOM,2024,R03E,Bill & Melinda Gates Foundation,C05
3604288,USD,UN,2024,R03E,Bill & Melinda Gates Foundation,C05
3110251.04,USD,IARC,2024,R03E,Bill & Melinda Gates Foundation,C05
2500000,USD,UNITAID,2024,R02A,Bill & Melinda Gates Foundation,C05
2418488,USD,ILO,2024,R03E,Bill & Melinda Gates Foundation,C05
1873098,USD,UN,2024,R02A,Bill & Melinda Gates Foundation,C05
1445000,USD,IFAD,2024,R03E,Bill & Melinda Gates Foundation,C05
1311701,USD,WFP,2024,R04C,Bill & Melinda Gates Foundation,C05
808530,USD,UNOPS,2024,R04C,Bill & Melinda Gates Foundation,C05
756000,USD,UNITAID,2024,R03E,Bill & Melinda Gates Foundation,C05
650880,USD,UNDP,2024,R04C,Bill & Melinda Gates Foundation,C05
640000,USD,WHO,2024,R03F,Bill & Melinda Gates Foundation,C05
100537,USD,UNESCO,2024,R03E,Bill & Melinda Gates Foundation,C05
38107,USD,UNHCR,2024,R03E,Bill & Melinda Gates Foundation,C05
174,USD,UNDP,2024,R02A,Bill & Melinda Gates Foundation,C05
-65,USD,UNDP,2024,R03B,Bill & Melinda Gates Foundation,C05
686157741,USD,UNICEF,2024,R03E,European Union,C08A
480027165,USD,IOM,2024,R03E,European Union,C08A
452806991,USD,WFP,2024,R03E,European Union,C08A
329525449,USD,UNDP,2024,R03E,European Union,C08A
264167850,USD,UNHCR,2024,R03E,European Union,C08A
197670565,USD,FAO,2024,R03E,European Union,C08A
154975026,USD,WHO,2024,R03E,European Union,C08A
116590124,USD,WFP,2024,R03E,European Union,C08A
94142834,USD,UNRWA,2024,R02A,European Union,C08A
85320689,USD,UNOPS,2024,R04C,European Union,C08A
79372444,USD,UNFPA,2024,R03E,European Union,C08A
73691034,USD,UN,2024,R03E,European Union,C08A
71366391,USD,ITC,2024,R03E,European Union,C08A
63991251.04,USD,UNIDO,2024,R03E,European Union,C08A
53081858,USD,ILO,2024,R03E,European Union,C08A
49974619,USD,UNESCO,2024,R03E,European Union,C08A
48964111,USD,WFP,2024,R03E,European Union,C08A
43686508,USD,UNRWA,2024,R03E,European Union,C08A
38936541,USD,IFAD,2024,R03E,European Union,C08A
22853332,USD,UNHABITAT,2024,R03E,European Union,C08A
22767829,USD,UNDP,2024,R04C,European Union,C08A
19482195,USD,UNEP,2024,R03E,European Union,C08A
15039618,USD,FAO,2024,R03E,European Union,C08A
13881000,USD,UNODC,2024,R03E,European Union,C08A
13726000,USD,UNODC,2024,R03E,European Union,C08A
13674288,USD,UNCDF,2024,R03E,European Union,C08A
9599266,USD,UNEP,2024,R03E,European Union,C08A
9131623,USD,UNRWA,2024,R03E,European Union,C08A
7596000,USD,UNODC,2024,R03E,European Union,C08A
7132775,USD,UNFCCC,2024,R03E,European Union,C08A
5750002,USD,UN,2024,R03B,European Union,C08A
5015137,USD,UNEP,2024,R03E,European Union,C08A
4893000,USD,UNICRI,2024,R03E,European Union,C08A
4573021.88,USD,ICC,2024,R03E,European Union,C08A
4383506.25,USD,IARC,2024,R03E,European Union,C08A
4030000,USD,UNITAID,2024,R03E,European Union,C08A
3517000,USD,UNODC,2024,R03E,European Union,C08A
2411000,USD,UNODC,2024,R03E,European Union,C08A
2364194.23,USD,ITU,2024,R03E,European Union,C08A
2114051.04,USD,IAEA,2024,R03E,European Union,C08A
1785826.86,USD,WMO,2024,R03E,European Union,C08A
1727518.75,USD,OPCW,2024,R03E,European Union,C08A
1607572,USD,UNICEF,2024,R03F,European Union,C08A
1605676,USD,UNITAR,2024,R03E,European Union,C08A
1457938,USD,UNEP,2024,R01,European Union,C08A
1375000,USD,UNODC,2024,R03E,European Union,C08A
1281578,USD,CTBTO,2024,R03E,European Union,C08A
1249099,USD,UN-UNIDIR,2024,R03E,European Union,C08A
1228309,USD,UN-UNDRR,2024,R03E,European Union,C08A
1144635.96,USD,WTO,2024,R03E,European Union,C08A
1116856.45,USD,ICAO,2024,R03E,European Union,C08A
1057832,USD,UNEP,2024,R03E,European Union,C08A
1020011,USD,UNFCCC,2024,R01,European Union,C08A
1010903,USD,UNEP,2024,R03E,European Union,C08A
993000,USD,UNODC,2024,R03E,European Union,C08A
783262,USD,UNHCR,2024,R03F,European Union,C08A
636262,USD,UNEP,2024,R03E,European Union,C08A
522356,USD,UNCCD,2024,R03E,European Union,C08A
323498,USD,UNU,2024,R03E,European Union,C08A
307105,USD,WFP,2024,R04C,European Union,C08A
282524,USD,WHO,2024,R03E,European Union,C08A
261142.71,USD,IARC,2024,R03E,European Union,C08A
240000,USD,UNODC,2024,R03E,European Union,C08A
213767,USD,UNCCD,2024,R01,European Union,C08A
197676,USD,UNEP,2024,R03E,European Union,C08A
173327,USD,ISA,2024,R03B,European Union,C08A
131624,USD,WFP,2024,R03F,European Union,C08A
111458.33,USD,ITLOS,2024,R02A,European Union,C08A
106250,USD,IARC,2024,R03E,European Union,C08A
100000,USD,ISA,2024,R01,European Union,C08A
93836,USD,WFP,2024,R03E,European Union,C08A
75000,USD,UNICRI,2024,R03E,European Union,C08A
47398,USD,UN,2024,R04C,European Union,C08A
22195,USD,WFP,2024,R03E,European Union,C08A
18233.01,USD,ICAO,2024,R03D,European Union,C08A
18077.69,USD,ITU,2024,R03E,European Union,C08A
13046,USD,ISA,2024,R03B,European Union,C08A
8984,USD,UNSSC,2024,R03E,European Union,C08A
8400,USD,FAO,2024,R04C,European Union,C08A
4403,USD,UNDP,2024,R03B,European Union,C08A
2934,USD,UN-DPO,2024,R04C,European Union,C08A
1083.33,USD,UN Tourism,2024,R03F,European Union,C08A
1008,USD,UNDP,2024,R02A,European Union,C08A
129.68,USD,ICAO,2024,R04C,European Union,C08A
17,USD,UNICEF,2024,R02A,European Union,C08A
-67000,USD,UNODC,2024,R03E,European Union,C08A
-329710,USD,UNEP,2024,R03E,European Union,C08A
-603111,USD,UNEP,2024,R03E,European Union,C08A
258859450,USD,WHO,2024,R03C,"GAVI, The Vaccine Alliance",C04B
157249890,USD,UNICEF,2024,R03C,"GAVI, The Vaccine Alliance",C04B
4873567,USD,UNDP,2024,R03C,"GAVI, The Vaccine Alliance",C04B
3033461,USD,UNOPS,2024,R04C,"GAVI, The Vaccine Alliance",C04B
1476484,USD,UNDP,2024,R04C,"GAVI, The Vaccine Alliance",C04B
806175,USD,IOM,2024,R03C,"GAVI, The Vaccine Alliance",C04B
432747573,USD,UNDP,2024,R03C,Global Environment Facility,C04B
115350378,USD,FAO,2024,R03C,Global Environment Facility,C04B
41331766.67,USD,UNIDO,2024,R03C,Global Environment Facility,C04B
23916168,USD,UNDP,2024,R04C,Global Environment Facility,C04B
18663893,USD,IFAD,2024,R03C,Global Environment Facility,C04B
18296823,USD,UNOPS,2024,R04C,Global Environment Facility,C04B
107508,USD,UNDP,2024,R02A,Global Environment Facility,C04B
413192990,USD,UNICEF,2024,R03C,Global Partnership for Education,C04B
1003302,USD,WFP,2024,R03E,Global Partnership for Education,C04B
49434,USD,UNESCO,2024,R03E,Global Partnership for Education,C04B
220252448,USD,UNDP,2024,R03A,Multi Partner Trust Fund Office,C04D
75878382,USD,UNICEF,2024,R03A,Multi Partner Trust Fund Office,C04D
65694595,USD,IOM,2024,R03A,Multi Partner Trust Fund Office,C04D
57694902,USD,UNEP,2024,R03A,Multi Partner Trust Fund Office,C04D
46087883,USD,FAO,2024,R03A,Multi Partner Trust Fund Office,C04D
33247834,USD,UNHCR,2024,R03A,Multi Partner Trust Fund Office,C04D
27363359,USD,UNHABITAT,2024,R03A,Multi Partner Trust Fund Office,C04D
20742742,USD,IOM,2024,R03A,Multi Partner Trust Fund Office,C04D
15552107,USD,WHO,2024,R03A,Multi Partner Trust Fund Office,C04D
15087279,USD,WFP,2024,R03A,Multi Partner Trust Fund Office,C04D
13925003,USD,WFP,2024,R03A,Multi Partner Trust Fund Office,C04D
12566728,USD,WFP,2024,R03A,Multi Partner Trust Fund Office,C04D
10614339,USD,ILO,2024,R03A,Multi Partner Trust Fund Office,C04D
8403516,USD,WFP,2024,R03A,Multi Partner Trust Fund Office,C04D
5479061.46,USD,UNIDO,2024,R03A,Multi Partner Trust Fund Office,C04D
4430751,USD,WFP,2024,R03A,Multi Partner Trust Fund Office,C04D
3974458,USD,UNITAR,2024,R03A,Multi Partner Trust Fund Office,C04D
3363090,USD,IOM,2024,R03A,Multi Partner Trust Fund Office,C04D
2859316,USD,UNEP,2024,R03A,Multi Partner Trust Fund Office,C04D
2334991,USD,ITC,2024,R03A,Multi Partner Trust Fund Office,C04D
2240000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
2183000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
2058000,USD,WFP,2024,R03A,Multi Partner Trust Fund Office,C04D
2002000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
1981021,USD,WFP,2024,R03A,Multi Partner Trust Fund Office,C04D
1969570,USD,UNCDF,2024,R03A,Multi Partner Trust Fund Office,C04D
1548000,USD,UNCDF,2024,R03A,Multi Partner Trust Fund Office,C04D
1194000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
1181641,USD,UNCDF,2024,R03A,Multi Partner Trust Fund Office,C04D
1168000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
1123000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
1085378,USD,UNCDF,2024,R03A,Multi Partner Trust Fund Office,C04D
892479,USD,UNCDF,2024,R03A,Multi Partner Trust Fund Office,C04D
760000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
725000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
496448,USD,UNAIDS,2024,R03A,Multi Partner Trust Fund Office,C04D
443718,USD,UNCDF,2024,R03A,Multi Partner Trust Fund Office,C04D
396000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
388000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
384000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
352000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
352000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
281000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
240000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
230000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
230000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
206000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
197000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
153000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
147000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
62000,USD,UNU,2024,R04B,Multi Partner Trust Fund Office,C04C
59408,USD,ILO,2024,R03A,Multi Partner Trust Fund Office,C04D
-2,USD,UNCDF,2024,R03A,Multi Partner Trust Fund Office,C04D
-72,USD,WFP,2024,R03A,Multi Partner Trust Fund Office,C04D
-5000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
-13000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
-13000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
-19000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
-28000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
-41000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
-58000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
-316000,USD,UNODC,2024,R03A,Multi Partner Trust Fund Office,C04D
138475841,USD,UNHCR,2024,R02A,Private Sector,C06
105525309,USD,UN,2024,R04C,Private Sector,C06
40531877,USD,UNRWA,2024,R03E,Private Sector,C06
36655384,USD,UNHCR,2024,R03E,Private Sector,C06
26581334,USD,UNRWA,2024,R02A,Private Sector,C06
22858203,USD,WFP,2024,R03E,Private Sector,C06
21916773,USD,WFP,2024,R03E,Private Sector,C06
18464534,USD,UNHCR,2024,R03F,Private Sector,C06
12045701,USD,WFP,2024,R03E,Private Sector,C06
11719888,USD,UN,2024,R03E,Private Sector,C06
10537679,USD,WFP,2024,R02A,Private Sector,C06
10531184,USD,UNHCR,2024,R03E,Private Sector,C06
10001241,USD,UN-DPO,2024,R04C,Private Sector,C06
9338056,USD,UN,2024,R02A,Private Sector,C06
6799759,USD,WFP,2024,R02A,Private Sector,C06
5437124.31,USD,UPU,2024,R04C,Private Sector,C06
5387691,USD,WFP,2024,R03E,Private Sector,C06
4640636,USD,UN,2024,R03F,Private Sector,C06
4455446,USD,UNDP,2024,R03E,Private Sector,C02
4003819,USD,WFP,2024,R02A,Private Sector,C06
3981879,USD,WFP,2024,R03E,Private Sector,C06
3859549,USD,UNHABITAT,2024,R03E,Private Sector,C06
3779732,USD,UNFPA,2024,R02A,Private Sector,C06
3288512,USD,UNRWA,2024,R03F,Private Sector,C06
2933223,USD,UNFPA,2024,R03B,Private Sector,C06
2854547,USD,IOM,2024,R03E,Private Sector,C06
2808114,USD,UNESCO,2024,R03E,Private Sector,C06
2037604.17,USD,IAEA,2024,R03E,Private Sector,C06
2034000,USD,WFP,2024,R03E,Private Sector,C06
1805023,USD,UNESCO,2024,R03E,Private Sector,C06
1723809,USD,UNOPS,2024,R04C,Private Sector,C06
1659330,USD,UNESCO,2024,R03E,Private Sector,C06
1500000,USD,WFP,2024,R03F,Private Sector,C06
1368301,USD,UNESCO,2024,R03E,Private Sector,C06
1334521,USD,UNDP,2024,R03E,Private Sector,C06
1307858,USD,WFP,2024,R03F,Private Sector,C06
1282161,USD,UN-UNRISD,2024,R03E,Private Sector,C06
1103028,USD,WFP,2024,R03E,Private Sector,C06
1039258,USD,WFP,2024,R02A,Private Sector,C06
1000000,USD,WFP,2024,R03E,Private Sector,C06
1000000,USD,WFP,2024,R03E,Private Sector,C06
988144,USD,WFP,2024,R03E,Private Sector,C06
981385,USD,FAO,2024,R03E,Private Sector,C06
903963,USD,UNEP,2024,R03E,Private Sector,C06
841439,USD,UNDP,2024,R03E,Private Sector,C05
700000,USD,UNRWA,2024,R03E,Private Sector,C06
687817,USD,UNU,2024,R04C,Private Sector,C06
553454,USD,WFP,2024,R02A,Private Sector,C06
500000,USD,WFP,2024,R03E,Private Sector,C06
500000,USD,UNRWA,2024,R03E,Private Sector,C06
500000,USD,UNEP,2024,R03E,Private Sector,C06
499985,USD,UNESCO,2024,R03E,Private Sector,C06
450000,USD,WFP,2024,R02A,Private Sector,C06
442160,USD,UNDP,2024,R03E,Private Sector,C05
428518,USD,UN-DPO,2024,R04C,Private Sector,C06
396040,USD,UNDP,2024,R03E,Private Sector,C06
395618,USD,UNESCO,2024,R03E,Private Sector,C06
340000,USD,UNDP,2024,R03E,Private Sector,C06
338146,USD,UNESCO,2024,R03E,Private Sector,C06
318627,USD,UNEP,2024,R03E,Private Sector,C06
291673,USD,UNFPA,2024,R03E,Private Sector,C06
288919,USD,UNDP,2024,R04C,Private Sector,C06
287999,USD,UNESCO,2024,R03E,Private Sector,C06
283020,USD,UNEP,2024,R03E,Private Sector,C06
273800,USD,WFP,2024,R02A,Private Sector,C06
270635,USD,WFP,2024,R03F,Private Sector,C06
250000,USD,UNESCO,2024,R03E,Private Sector,C06
247609,USD,UN-UNDRR,2024,R03F,Private Sector,C06
241671,USD,UNEP,2024,R03E,Private Sector,C06
220427,USD,UNDP,2024,R03E,Private Sector,C06
219380,USD,WFP,2024,R02A,Private Sector,C06
217295,USD,WFP,2024,R02A,Private Sector,C06
210037,USD,WFP,2024,R02A,Private Sector,C06
189483,USD,WFP,2024,R03E,Private Sector,C06
189379,USD,UNICEF,2024,R03E,Private Sector,C06
158135,USD,WFP,2024,R02A,Private Sector,C06
155583,USD,UNDP,2024,R03E,Private Sector,C06
150000,USD,WFP,2024,R03E,Private Sector,C06
150000,USD,UNESCO,2024,R03E,Private Sector,C06
141243,USD,WFP,2024,R03E,Private Sector,C06
136577,USD,UNDP,2024,R03E,Private Sector,C06
136129,USD,WFP,2024,R03E,Private Sector,C06
128713,USD,UNEP,2024,R03E,Private Sector,C06
113853,USD,WFP,2024,R02A,Private Sector,C06
106851,USD,WFP,2024,R02A,Private Sector,C06
104326,USD,UNEP,2024,R03E,Private Sector,C06
100000,USD,WFP,2024,R03E,Private Sector,C06
100000,USD,UNESCO,2024,R03E,Private Sector,C06
100000,USD,UN-UNDRR,2024,R03E,Private Sector,C06
97670,USD,UNEP,2024,R03E,Private Sector,C06
95000,USD,WFP,2024,R03E,Private Sector,C06
91165,USD,UNCDF,2024,R03E,Private Sector,C06
90605,USD,UNEP,2024,R03E,Private Sector,C06
90000,USD,WFP,2024,R02A,Private Sector,C06
83254,USD,UNESCO,2024,R03E,Private Sector,C06
81325,USD,UNEP,2024,R03E,Private Sector,C06
81325,USD,UNEP,2024,R03E,Private Sector,C06
81325,USD,UNEP,2024,R03E,Private Sector,C06
81325,USD,UNEP,2024,R03E,Private Sector,C06
78400,USD,UNDP,2024,R03E,Private Sector,C06
76264,USD,UNESCO,2024,R03E,Private Sector,C06
75548,USD,UNEP,2024,R03E,Private Sector,C06
73972,USD,FAO,2024,R03E,Private Sector,C06
72060,USD,UNEP,2024,R03E,Private Sector,C06
72060,USD,UNEP,2024,R03E,Private Sector,C06
72060,USD,UNEP,2024,R03E,Private Sector,C06
67849,USD,UNRWA,2024,R03E,Private Sector,C06
65716,USD,UN-DPO,2024,R04C,Private Sector,C06
65699,USD,UNITAR,2024,R03E,Private Sector,C06
60542,USD,UNU,2024,R03E,Private Sector,C06
58560,USD,UNEP,2024,R03E,Private Sector,C06
55605,USD,UNEP,2024,R03E,Private Sector,C06
55605,USD,UNEP,2024,R03E,Private Sector,C06
55605,USD,UNEP,2024,R03E,Private Sector,C06
55605,USD,UNEP,2024,R03E,Private Sector,C06
55605,USD,UNEP,2024,R03E,Private Sector,C06
55605,USD,UNEP,2024,R03E,Private Sector,C06
55605,USD,UNEP,2024,R03E,Private Sector,C06
55605,USD,UNEP,2024,R03E,Private Sector,C06
55195,USD,UNEP,2024,R03E,Private Sector,C06
54517,USD,UNEP,2024,R03E,Private Sector,C06
53508.07,USD,UNWOMEN,2024,R02A,Private Sector,C06
52219,USD,UNEP,2024,R03E,Private Sector,C06
50957,USD,UNICEF,2024,R03E,Private Sector,C06
50784,USD,FAO,2024,R04C,Private Sector,C06
50610,USD,UNESCO,2024,R03E,Private Sector,C06
50597,USD,UNITAR,2024,R03E,Private Sector,C06
50000,USD,UNESCO,2024,R03E,Private Sector,C06
50000,USD,UNEP,2024,R03E,Private Sector,C06
50000,USD,UNEP,2024,R03E,Private Sector,C06
48790,USD,UNEP,2024,R03E,Private Sector,C06
48790,USD,UNEP,2024,R03E,Private Sector,C06
48790,USD,UNEP,2024,R03E,Private Sector,C06
48790,USD,UNEP,2024,R03E,Private Sector,C06
48790,USD,UNEP,2024,R03E,Private Sector,C06
48790,USD,UNEP,2024,R03E,Private Sector,C06
48790,USD,UNEP,2024,R03E,Private Sector,C06
48490,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
46325,USD,UNEP,2024,R03E,Private Sector,C06
